track_id,name,artists,tempo,energy,danceability,valence,loudness
7LRMbd3LEoV5wZJvXT1Lwb,T.N.T.,AC/DC,126.8,0.8601,0.4035,0.7456,-13.08
57bgtoPSgt236HzfBOd8kj,Thunderstruck,AC/DC,133.4,0.5532,0.7362,0.566,-5.68
5W8YXBz9MTIDyrpYaCg2Ky,Last Resort,Papa Roach,90.5,0.8898,0.6047,0.4071,-5.97
2jNCMpRtyE3y9tc5bsWUoP,Six Seconds,Gladyss Patches,135.29,0.8688,0.7659,0.9476,-7.29
5PpiGDvHwTarjhgHa4BBV0,The King (Check Me Out),Super Nothing,150.95,0.6159,0.5118,0.3984,-10.91
5NIPsWpDjJTFBoPxCUUeXp,Welcome To The Jungle,Guns N' Roses,123.05,0.7053,0.8528,0.228,-5.93
39AqQWRaP77mkS1MZfm2Nv,Closer - Presets Remix,"Kings of Leon, The Presets",157.8,0.7593,0.2651,0.7856,-6.74
3ctpqj96Ij8Gpgv2JtbFcV,The Halo Project: It's so Easy,"Scott Labbe, Fifth Freedom, Travis Lowell",154.19,0.8218,0.5506,0.4476,-11.89
2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,AC/DC,118.29,0.8052,0.804,0.6423,-4.76
7CpbhqKUedOIrcvc94p60Y,Bodies,Drowning Pool,130.8,0.589,0.5386,0.6395,-7.11
5xbLeVMjK3fXPQjYLn0NvA,Worlds Apart,"Fallen Within, Saliva, Bobby Amaru, Judge & Jury",200,0.7109,0.7686,0.2447,-7.8
4JjUwfp8GQ3PxWg2QPKnpn,300 Violin Orchestra,Jorge Quintero,89.88,0.7654,0.1993,0.1947,-6.11
42T2QQv3xgBlpQxaSP7lnK,One Last Breath,Creed,126.8,0.5277,0.7119,0.1872,-5.01
64TENTmckr1isHdK8oPNaW,Leave Your Light On,Dustin Sellers,117.77,0.5648,0.4264,0.8655,-8.9
60a0Rd6pjrkxjPbaKzXjfq,In the End,Linkin Park,105.2,0.886,0.7993,0.7728,-3.6
26SdOJnfdqH2hEStiNEE2f,Happy,9 Left Dead,149.4,0.5418,0.362,0.7996,-6.36
2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,144.44,0.664,0.7744,0.5731,-9.44
0zbPnnrAukZRIXurWT2VsL,Black Mold,"Silos, Craig Mabbitt, Escape the Fate, Judge & Jury",149.81,0.6495,0.4466,0.5408,-9.83
0z7XEsDPHWi8EA6oYHDRWt,Fusillade,Ex Okay,147.73,0.6929,0.6477,0.2852,-3.42
5bWDEqlxW15Cm0x0EeEBcQ,Monster You Adore,Grey Daze,143.73,0.9469,0.4137,0.5362,-4.44
1oh5YFWDM3TZkWJDz15vjh,Killer Bee,"A.D.A.M. MUSIC PROJECT, Lacy Saunders",143.48,0.908,0.6811,0.3672,0
57BrRMwf9LrcmuOsyGilwr,Crawling,Linkin Park,105.2,0.9129,0.1945,0.3539,-3.85
2y2DxaTTGvZ9sqWZzivILH,We Belong,Metal Warrior,104.94,0.8394,0.5955,0.4859,-7.42
7esOTe3WAP8xrEKePWwohK,Body Bag,"Rome Music, Yaya",131.87,0.9077,0.4433,0.6437,-4.97
5wnfZ7VjDpZNyfJkqc9I1d,Jungle - Remix,"X Ambassadors, Jamie N Commons, JAY-Z",78,0.6506,0.5991,0.8754,-3.69
341H25Ny8XFnd4fzV5S3oG,You Think You've Heard Everything?,Drew Cagle & The Reputation,160.91,0.8813,0.4603,0.4949,-4.47
5N7d8uxMeuO4HdncbkuhSB,Sail,AWOLNATION,148.24,0.6053,0.2695,0.204,-3.33
7dyluIqv7QYVTXXZiMWPHW,Numb / Encore,"JAY-Z, Linkin Park",107.1,0.521,0.4902,0.5813,-3.44
5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,Nirvana,116.1,0.4707,0.6022,0.8663,-9.84
0a2tykXun2bF7w71t4onan,Dark Angel,Ex Okay,134.19,0.9109,0.7396,0.8397,-5.19
6UBvNt4ihYa9wctE6cABHh,Sweat,Sheylley,166.44,0.8091,0.467,0.2006,-8.35
30HCB1FoE77IfGRyNv4eFq,In Bloom,Nirvana,118.09,0.6725,0.6857,0.7483,-7.71
2uPMsTEKx79gJ8rB3AcT0v,"Daddy Yankee: Bzrp Music Sessions, Vol. 0/66","Bizarrap, Daddy Yankee",145.36,0.9073,0.6706,0.6037,-0.13
1bFgMkoazsyZGSflpCzYm6,Pepas - Tiësto Remix,"Farruko, Tiësto",155.78,0.7475,0.5994,0.3046,-2.25
6xOEgzkMSZJKz6qtCJsQL5,La Plena - W Sound 05,"W Sound, Beéle, Ovy On The Drums",157.91,0.5536,0.509,0.2538,-5.21
4xISUrw0t2elabEhKrtAJ0,DEGENERE 👑 (feat. benny blanco),"Myke Towers, benny blanco",163.83,0.6921,0.5102,0.3526,-7.5
139WHgpRbdNgUztizJTaxD,CALLAO SHH...,"Ivan Espinal, Jay Nex",164.44,0.8769,0.7203,0.4753,-1.9
2NFadq6pUeiVEihLvUlOSr,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56/66","Bizarrap, Rauw Alejandro",124.42,0.591,0.4386,0.5485,-3.64
7xHNDiHAqzjIKKeR8f5vhH,PROVENZA - REMIX,"KAROL G, Tiësto",178.0,0.8204,0.3924,0.3572,-4.69
4DnrAI8WyUY6gkOwl8GlPN,capaz (merengueton),"Alleh, Yorghaki",150.93,0.5284,0.3977,0.5768,-10.3
3bqVPAeNl4wziN6GHpVVdE,Mi Boca Favorita,"Ivan Espinal, DJ VAROONEIL",97.25,0.301,0.7241,0.6687,-3.21
2kQuhkFX7uSVepCD3h29g5,Smack That,"Akon, Eminem",118.8,0.9535,0.8892,0.2352,-9.56
0lwyzp7GppQxv0Eu6wRkUo,Satisfaction,"David Guetta, Benny Benassi",143.76,0.5923,0.5778,0.3738,-3.26
7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,"Bad Bunny, Feid",115.79,0.2992,0.5414,0.2895,-4.4
1JQlTTE8HdBp3iVpECRpxB,AY +,"Ivan Espinal, Df beatz, Kheiny",157.76,0.956,0.7735,0.6424,-5.13
7fZBQnc0zXwVybgCIrQQil,Belly Dancer,"Imanbek, BYOR",150.79,0.7446,0.7049,0.7472,-2.86
2btNsI4OvcVl7SAHQQDHFB,Mírame,"Blessd, Ovy On The Drums",138.79,0.7785,0.3361,0.8887,-5.97
3yXcjU37Gurs6FqPm6PCRz,GYM LOVE,Nacion Musical,129.33,0.8729,0.5344,0.4831,-3.72
4PA1wK0leCjmRZlP5dQ8Lv,El Cielo,"Sky Rompiendo, Feid, Myke Towers",97.98,0.756,0.3576,0.571,-9.82
4VZRtkm66l5piMFOk1aLRr,NO ME LLAMEN - Remix,"Ivan Espinal, LOWLY FUSA, Javis Germoso",136.71,0.8712,0.5455,0.4565,-5.78
70Vdd1gx5tn84jkAU31ASv,Sexy And I Know It,LMFAO,130,0.7879,0.6531,0.6352,-4.14
63aj87TQG6F3RVO5nbG2VQ,In Da Getto,"J Balvin, Skrillex",155.73,0.5462,0.5293,0.3055,-7.02
7iUtQNMRB8ZkKC4AmEuCJC,LA FALDA,Myke Towers,170.47,0.726,0.5587,0.7022,-7.51
4FUbAHjj7knJnyV67AyoOU,$omo Rico,"Ivan Espinal, LOWLY FUSA, EL PIO RD",135.39,0.7786,0.6358,0.7433,-9.05
2OOmObvtYKotf1WwcqRwe4,La Bebe - David Guetta Remix,"Yng Lvcas, Peso Pluma, David Guetta",115.71,0.8862,0.5282,0.4384,-2.11
57uNXnf4ciHYP4HktbIbzC,The Business,Tiësto,106.72,0.7637,0.6139,0.3764,-6.26
2wAmparvQdtQemzY9I8PKv,Y Que Fue?,Don Miguelo,130.08,0.5877,0.5062,0.2027,-4.99
5TFD2bmFKGhoCRbX61nXY5,NUEVAYoL,Bad Bunny,111.76,0.7297,0.6852,0.5479,-5.2
4UkUxO2WlKLc0Q1iEutGGh,CONTIGO (with Tiësto),"KAROL G, Tiësto",173.93,0.7001,0.7561,0.5414,-5.85
6mSZaWIqVtjikWxSfMXzdq,ANDA SOLA,Ivan Espinal,114.7,0.5586,0.5507,0.155,-9.58
4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53/66","Bizarrap, Shakira",107.21,0.7293,0.2564,0.2622,-3.52
0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,"Rauw Alejandro, Bad Bunny",134.07,0.3731,0.7681,0.8074,-4.12
57v2SSRmOVByUxzsYBAgrV,Me Envolvi,"Jay Nex, Ivan Espinal, Jerry el Sonido Perfecto",100.5,0.6313,0.6319,0.7861,-3.77
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,161.61,0.5432,0.81,0.3347,-8.48
3gEeuIgoPgU592HYvgn0wn,Energy (feat. Bay-C),"Tujamo, Jay Hardway, Bay-C",166.21,0.5846,0.3772,0.4624,-3.1
308U0hVnnFqUoZWsfFPw1l,Mi Vieja Decia,"Ivan Espinal, DJ VAROONEIL",113.46,0.8274,0.5594,0.3733,-6.62
6eFrdLR3Np9mtHxKpmipWE,Chucuchá,Ilegales,172.41,0.6507,0.8678,0.4693,-6.75
7bywjHOc0wSjGGbj04XbVi,LUNA,"Feid, ATL Jacob",141.47,0.6801,0.547,0.6407,-5.07
0ZwvkNVIxR7YeGY3hM80lw,NOVATO,"Ivan Espinal, Dj Loco Flow",101.82,0.662,0.6851,0.6462,-12.01
2TDyyEBasw10wu5Uh94bR1,PUNTO 40,"Rauw Alejandro, Baby Rasta",124.15,0.8444,0.8531,0.3873,-2.52
51FvjPEGKq2zByeeEQ43V9,El Merengue,"Marshmello, Manuel Turizo",123.21,0.5289,0.6226,0.7381,-5.39
70dn73hgaxRnQ9U9llLLnI,Dile Que Tal Vez,"Keisen, Ivan Espinal, Emmcod3",177.74,0.737,0.4456,0.3297,-0.02
228BxWXUYQPJrJYHDLOHkj,Gasolina,Daddy Yankee,158.37,0.7028,0.7131,0.6456,-4.52
79zvVrn65ksbiGQxrtV4I5,Guaya Guaya,Don Omar,183.8,0.6187,0.4181,0.5541,-4.72
6XbtvPmIpyCbjuT0e8cQtp,Columbia,Quevedo,102.39,0.5231,0.5087,0.4205,-5.02
0a0ZRVw2nt7zRRnLr2kkw3,BOBA,Ivan Espinal,125.67,0.5979,0.7447,0.269,-8.1
4OAPnWJ3J5w4c4IBLh2chn,BOMBÓN,"Daddy Yankee, El Alfa, Lil Jon",180.5,0.5686,0.5747,0.5916,-4.05
3GpbwCm3YxiWDvy29Uo3vP,Right Round,"Flo Rida, Kesha",124.9,0.618,0.5399,0.5214,-8.8
7uUYUy2qLfev9ppNvFBHpX,Pasarela,Daddy Yankee,120.9,0.7669,0.9729,0.6432,-3.44
4NgciFDAdahC6kfHyfs0ow,PARTY IJ - Remix,"Ivan Espinal, Jay Nex",185.11,0.48,0.8447,0.7796,-4.66
0fqrZVSenCW6vD2eFMx5pt,La Despedida,Daddy Yankee,146.87,0.5438,0.6278,0.3342,-1.75
3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",164.49,0.5658,0.5165,0.739,-7.72
3JNaLxAymiSUMrmjOarjeo,The Fate of Ophelia - The Chainsmokers Remix,"Taylor Swift, The Chainsmokers",166.93,0.6597,0.6188,0.6938,-1.49
0vYSTV1Lye2Z2zktF6P39C,WHERE IS MY HUSBAND! - Remix,"RAYE, David Guetta, Hypaton",143.23,0.7751,0.6336,0.399,-3.71
5H1sKFMzDeMtXwND3V6hRY,JUMP,BLACKPINK,147.1,0.6495,0.4406,0.7277,-8.25
7J3YKBt70o8iB3UXGtUiho,I Wanna Go - John Summit Remix,"John Summit, Britney Spears",182.3,0.7892,0.5402,0.7892,-9.34
38zKrIZSqQ4scJ800bSfrC,Love Me Again (Again),John Newman,113.76,0.7949,0.7069,0.2657,-4.16
3ihsreeZVYtB3psR97YQix,Die Young,"Mark Hennson, Lawstylez, K-STAN",115.94,0.6694,0.5022,0.5833,-2.58
43psRuTeLgq7wHLXahgkO5,I Run - David Guetta Remix,"HAVEN., Kaitlin Aragon, David Guetta",134.95,0.4228,0.1667,0.4621,-5.43
1lbNgoJ5iMrMluCyhI4OQP,Victory Lap,"Fred again.., Skepta, Plaqueboymax",98.12,0.7884,0.7989,0.2819,-8.66
0ddLd0n19FHwawkSmhXwgg,Don't Want Your Love,"ILLENIUM, Ellie Goulding",135.27,0.3692,0.3051,0.6356,-5.72
0DK2lhhupTXA83yLVYXD4Y,No Limit,"Lawstylez, Thomas Deil, MAUD, mattmoth",141.32,0.8185,0.397,0.6908,-7.15
56PCJsbp8S0MTSMEbeGnnr,Broken Angel (This is Lonely Club),"Alan Walker, Steve Aoki, Lonely Club, Arash",90.04,0.6993,0.6044,0.5305,-7.3
0rmNe8Ds7tl1nfkj4eNJq8,Bass Down Low (feat. DEV) [Go Version],"KSHMR, Bassjackers, Avancada, DEV",110.78,0.7008,0.4578,0.1138,-7.97
6BNeFgr3k9uwkrFQo7UvJS,P.I.M.P.,"Lawstylez, Flowa, DJ MNS, RAMSES",143.93,0.6933,0.6644,0.8067,-4.15
55oaId1IHZV9XfvHB3P7PJ,Locked In (feat. Trippie Redd),"David Guetta, MORTEN, Trippie Redd",92.39,0.93,0.4349,0.739,-9.32
3mbD368kwuVHAFohTMmu4k,E.T.,"Ascence, Kid Marko, Voltarii",111.79,0.7643,0.576,0.6302,-4.93
3Jhx87WALhnIF7zcJ5AdhS,Be My Lover,"Lawstylez, RAMSES",163.32,0.467,0.3359,0.6142,-6.72
3OGmnOgg3NQ4uwerCW3GXE,Embers,Robin Schulz,166.41,0.8345,0.7993,0.3813,-4.23
4QY77AdgyrkkN5G4dZTbtb,I Got Love (feat. Nate Dogg) [Will Sparks Remix],"CYRIL, Kelland, Nate Dogg, Will Sparks",136.73,0.7808,0.6507,0.5119,0
4Bhjd1nfvjBlyO7NSkpdCR,Love Don’t Let Me Go,"Ascence, Kid Marko, Voltarii",164.25,0.9206,0.7895,0.3977,-7.02
1MTCiRbvPK93YY6LNIeEbc,It's Not Right But It's Okay,"Felix Jaehn, Whitney Houston",153.85,0.9419,0.8034,0.5507,-11.66
3fEX9NgOeklq816Fw00uoo,HYPNOTIZE,XG,121.34,0.784,0.3566,0.5896,-4.14
4DmstGwdlzy9xdWxaVoLEt,Alone,"Saimon Music, Anika, Schrandy",101.81,0.907,0.2372,0.4582,-6.49
6hebjeiN6vbkDDZkc8Y2Hl,Sweater Weather,"Acko, GREGG, Medusa",169.76,0.6608,0.7718,0.3637,-8.17
3HrHhTWonBqF4mDasi8xvC,BACKBONE,"Chase & Status, Stormzy",117.72,0.8565,0.2707,0.0719,-7.1
4kNsmF7ih9qoIVPSdQbAF3,Breathe,"FEARZ, Dallax, WhiteCapMusic",95.73,0.6191,0.4869,0.6897,-5.92
5LrWZ8K4SPr1Qe0ZBqJGTq,Borderline,"Ely Oaks, LAVINIA",147.03,0.6986,0.7047,0.6864,-5.55
1ZpzOXJwRbvKgYK2XBVRfi,FADE,"Alesso, Pendulum",177.68,0.768,0.8011,0.4316,-6.96
0F9IJBMwS2JiirjxYAC5uH,My Head & My Heart,"Ascence, Kid Marko, Voltarii",118.84,0.6585,0.6044,0.3062,-3.8
3LtpKP5abr2qqjunvjlX5i,Doja,Central Cee,120.76,0.6071,0.6777,0.1393,-4.53
5cCiRevSVTga4v8CLAbvXf,Without Me,"Lawstylez, RAMSES",172.77,0.7143,0.589,0.6132,-6.85
1VDfvBUMwL3m1Sd9dMorR4,Money Made Me A Savage - Calabria,"Ely Oaks, LAVINIA",155.17,0.64,0.6896,0.3073,-9.27
1haA1kYuUA4g66cctR5wse,Stay,"New Beat Order, Seeko, Diverse Bind, Dean Andrew",98.03,0.8963,0.7932,0.5055,-0.84
3rTvXpSq6fDU1PitJlmnhm,Breakin' Dishes,Ely Oaks,150.33,0.8641,0.765,0.4209,-9.8
5XnU824XZ6eagjxsJYlRMH,Let's Get Loud,"Ascence, Kid Marko, Voltarii",170.23,0.9621,0.9271,0.489,-6.01
35jNY3obbz2G7NVAH5Idp5,The Corner Pub,"K3YN0T3, WhiteCapMusic, M!RA",167.14,0.2444,0.5287,0.5764,-3.12
5bjFSjfotRhjHnbHoBYhsW,Gone Gone Gone (Done Done Done) [feat. Teddy Swims] - David Guetta Remix,"David Guetta, Tones And I, Teddy Swims",128.7,0.8787,0.5854,0.567,-2.02
4kGw7qts1AEVW0Fc6q64fh,Crank That (Soulja Boy),"Lawstylez, RAMSES",143.21,0.8608,0.2595,0.5754,-6.32
5TV7JnCTbwPD6yIVVFJrLb,Turn The Lights Off,"Justė, Jaxstyle, Jon",157.12,0.4052,0.6578,0.6535,-7.8
4sMR8fuTzbUyzB0asxifV0,Desire,"Ian Asher, Olly Alexander (Years & Years)",143.39,0.8421,0.5998,0.635,-6.28
1OGMCfmlVq3QLE9bTBmD7X,Everytime We Touch,"Acko, HOMINID, GREGG, Moody Violet",178.44,0.6404,0.6487,0.3782,-9.58
5ZLUm9eab8y3tqQ1OhQSHI,Abracadabra,Lady Gaga,133.92,0.6475,0.881,0.7022,-11.61
2hqYXrqzmYWhQQH9wvccdT,Ex's & Oh's,"Ely Oaks, Elle King",186.9,0.8508,0.7733,0.2315,-6.27
7rvvKvn0KYoKul40vuGCj6,Something Just Like This - Techno Version,"Ascence, Kid Marko, Voltarii",168.36,0.775,0.3848,0.5397,-9.43
1OcV53oesLQw3VTW9I3uD3,Waterfalls (feat. Sam Harper & Bobby Harvey),"James Hype, Sam Harper, Bobby Harvey",150.54,0.7128,0.7682,0.1317,-4.84
5CsDo9j3N4yFZNCN1h9loS,Never Enough,"Eminem, 50 Cent, Nate Dogg",95.9,0.7605,0.6851,0.6188,-5.73
1cTZMwcBJT0Ka3UJPXOeeN,Nice For What,Drake,187.08,0.7338,0.7148,0.3942,-12.01
4c7mwtU8HGuLUVqRX5HU7F,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","A$AP Rocky, Drake, 2 Chainz, Kendrick Lamar",137.57,0.5237,0.6562,0.6792,-6.99
2qsQ8eVDPmobZpvDxQCVQu,Barbie Tingz,Nicki Minaj,102.59,0.7274,0.5853,0.4907,-3.35
2YzmfPLqUx5CJOaw5ThsBV,Plain Jane REMIX (feat. Nicki Minaj),"A$AP Ferg, Nicki Minaj",170.14,0.3801,0.9082,0.4948,-7.91
1IOUjV691X97zd8b2g61Ek,Crickets - Gangster Summer Remix,"Drop City Yacht Club, Jeremih",130,0.8361,0.6307,0.518,-10.16
1ydhXrG3R50g1d5bpnrVFF,Tip Off,Money Man,130.94,0.731,0.8323,0.4272,-6.73
2tUL6dZf1mywCj5WvCPZw6,No Friends In The Industry,Drake,152.15,0.6764,0.9388,0.7406,-7.43
15eWNa3kpCPKILbSvvzSWl,"Speed Me Up (with Ty Dolla $ign, Lil Yachty & Sueco the Child)","Wiz Khalifa, Ty Dolla $ign, Lil Yachty, Sueco",141.69,0.9564,0.6558,0.5603,-1.92
5dfTPMTMjMAW1CwxSwzWb5,Tuned In Freestyle,Megan Thee Stallion,107.68,0.6981,0.4036,0.1327,-4.2
3GKVdpGFp9Em341eqEZemK,Baddie,DI$play,113.81,0.5328,0.1991,0.3017,0
40iJIUlhi6renaREYGeIDS,Fair Trade (with Travis Scott),"Drake, Travis Scott",132.51,0.7718,0.8659,0.48,-6.5
0suLmBuEbatdochI4tHduq,FEELING GUD,"NGHTMRE, SLANDER, Matthew Santos",165.85,0.7477,0.857,0.2831,-7.12
0wi5NYT0upjIHOG4FWSqdH,Poke It Out (feat. J. Cole),"Wale, J. Cole, Cool & Dre",103.69,0.7258,0.7428,0.2637,-5.21
6FuAe03bP2SQT4TCDKhuGx,Lapdance,"N.E.R.D, Vita, Lee Harvey",134.5,0.7979,0.4491,0.8014,-8.77
55VzNhbcf0Gxf6qRCUAV01,Little Bad Girl (feat. Taio Cruz & Ludacris),"David Guetta, Ludacris, Taio Cruz",126.8,0.6317,0.4993,0.6434,-5.47
20LxTsa6936zOlzTWqoPVt,The Next Episode,"Dr. Dre, Snoop Dogg",95.26,0.9314,0.5106,0.4324,-7.28
6VRhkROS2SZHGlp0pxndbJ,Bangarang (feat. Sirah),"Skrillex, Sirah",110,0.7822,0.8349,0.4878,-4.24
5XfQTbialQHn9PhDb0p85H,Crazy Bitch,Buckcherry,98,0.7884,0.7566,0.4917,-3.27
6TrNRd98WksT9Kkmx9uj6R,Let It Rock,"Kevin Rudolf, Lil Wayne",126.43,0.9676,0.4455,0.4205,-5.66
0PQsrLxPbOBBwwmXCnGvcF,Diamonds (with Normani),"Megan Thee Stallion, Normani",108.48,0.8817,0.6206,0.4933,-5.06
69bHJ9qs5FrUJbKP8xU8uZ,Disco Inferno,50 Cent,97.05,0.7357,0.4066,0.8046,-5.48
0zlD8JjDsFUUmofqPE83Cj,Turn Me On (feat. Nicki Minaj),"David Guetta, Nicki Minaj",128,0.4062,0.4633,0.6418,-3.8
2SSFvQBwsxeazzo7z5l9gD,Delirious (Boneless) (feat. Kid Ink),"Steve Aoki, Chris Lake, Tujamo, Kid Ink",128,0.5623,0.9771,0.7974,-1.67
32PKQDEaouIIOlNZ5umoR6,No Diggity,"Lucas & Steve, Blackstreet",114.35,0.5453,0.6947,0.3571,-9.68
632ikkYPSHSHA5udZeuKvk,Check On It - Homecoming Live,Beyoncé,138.3,0.9831,0.4698,0.5696,-5.18
3wScL5W8H40zzCKN0atfBk,Uproar,"Lil Wayne, Swizz Beatz",98.91,0.3718,0.2019,0.681,-8.44
23sSQdz3esjEa1m2SCE9yY,Groove,Oiki,140.2,0.6645,0.7646,0.6886,-7.44
3IAErgL8mZnj4rypSBYnBr,Look at Her Go (feat. Chris Brown),"T-Pain, Chris Brown",132.73,0.5141,0.6844,0.3202,-1.54
6ScJMrlpiLfZUGtWp4QIVt,A Milli,Lil Wayne,152,0.7337,0.6914,0.4368,-1.77
0z5ZPs57J2KERwM1tBM2GF,6 Foot 7 Foot,"Lil Wayne, Cory Gunz",168.1,0.5675,0.9393,0.4534,-8.42
3Jv1XgMPVjdN5xGfnRJ20s,Pop That,"French Montana, Rick Ross, Drake, Lil Wayne",137.8,0.3283,0.6296,0.5174,-6.35
5pBvNeOAJ54zgd5lEOmM3b,Without Me,Eminem,112.3,0.9587,0.8335,0.7297,-6.86
0sf12qNH5qcw8qpgymFOqD,Blinding Lights,The Weeknd,170.84,0.8316,0.4082,0.4182,-1.65
4NOZ35Dhucr6UlVyLOtktd,Dangerous,"Kardinal Offishall, Akon",117.1,0.767,0.7521,0.1826,-4.22
3RLC8jJmDOZwrJ5izaISXr,Blackout,Breathe Carolina,123,0.7813,0.4045,0.3704,-8.54
5ka2ajep9OAvU5Sgduhiex,Applause,Lady Gaga,140.15,0.5985,0.5997,0.5061,-1.78
4Q7d9bbEY5bdNw3ierAQqm,Watch Me Shine,Joanna Pacitti,144.69,0.7329,0.827,0.4937,-9.08
2ACOWPLUe4A4KuQ5ioD2od,That's My Girl,Fifth Harmony,101.08,0.5954,0.8192,0.4859,-7.0
1ms5tNNdPouTtcD2oVF9Oz,"Work Hard, Play Hard",Wiz Khalifa,140.2,0.7572,0.8057,0.437,-3.87
7448rwdrtddS5irSvOgPA6,Turn All the Lights On (feat. Ne-Yo),"T-Pain, Ne-Yo",165.73,0.8152,0.3557,0.8002,-6.26
6ouTGbETM7ZdID1eMXZJde,Day 'N' Nite - Crookers Remix,"Kid Cudi, Crookers",130.01,0.9636,0.6877,0.1415,-2.51
5aooThgj87ID0vgiyvcjPM,I'm Goin In,"Drake, Lil Wayne, Jeezy",170.14,0.9299,0.6058,0.4831,-2.84
6SNUuxeg0NWXSEkFirAkAM,The Hills - RL Grime Remix,"The Weeknd, RL Grime",134.84,0.9099,0.6489,0.5222,-4.78
3DNziCcqRd2v8uQWwec1GW,Skin - Quarterhead Remix,"Sabrina Carpenter, Quarterhead",118.68,0.862,0.8453,0.4133,-1.73
22SXyL6pUjwIvGWvgGjLov,Can't Feel My Face - Martin Garrix Remix,"The Weeknd, Martin Garrix",128,0.7141,0.4043,0.5396,-7.58
2D20D6gxMn8iJV4ij30DIV,Habits (Stay High) - The Chainsmokers Radio Edit,"Tove Lo, The Chainsmokers",128,0.7875,0.7082,0.512,-8.35
18rHGxr6QDiPieSTo7cUGL,Everytime We Touch - Hardwell & Maurice West Remix,"Cascada, Maurice West",145.07,0.7673,0.6258,0.6596,-4.8
5BtR7JDzmIRrrGsX768E8u,Mi Gente - MOSKA Remix,"J Balvin, Willy William, MOSKA",174.58,0.8022,0.2993,0.229,0
2PWe4eN2vvwfck9dVuwM78,Revolution (Absence Remix) [feat. Faustix & Imanos and Kai],"Diplo, Imanos and Kai, Faustix",155.37,0.7435,0.3648,0.4573,-7.6
2gBQ35qqBE75t00kV221Xy,New World,"Krewella, Yellow Claw, Taylor Bennett",162.77,0.7783,0.5212,0.775,-8.78
29CY9HmC42jYZqFUVW1yR1,Dark Horse - Workout Remix Radio Edit,"Paulette, Chani",167.23,0.8638,0.7966,0.2581,-3.23
0WSjVLITbxV6kVXndziQDm,Drop That Low (When I Dip),Tujamo,126.05,0.6918,0.8729,0.2898,0
28OX5qT45GZBuu8CNKBOj6,Right Now,"Rihanna, David Guetta",159.51,0.5628,0.7604,0.2374,-7.18
6eNMot4ErRCEAd9Ze4ILXO,Milkshake (Better Than Yours),"Laidback Luke, Ale Mora",113.99,0.5754,0.7261,0.3016,-12.36
4ZsjbipIP09tLf6gdURakt,Roses (feat. ROZES) - The Him Remix,"The Chainsmokers, ROZES, The Him",122,0.7864,0.4856,0.426,-5.71
3kgKVcBpBGuSeaEC0AZGlb,Old Town Road - Diplo Remix,"Lil Nas X, Billy Ray Cyrus, Diplo",134.29,0.7289,0.5303,0.5507,-6.21
5pT2YfSaNwYsBPbIuBb0PE,Jackie Chan - Sebastian Perez Remix,"Tiësto, Dzeko, Preme, Post Malone, Sebastian Perez",124.91,0.7092,0.5714,0.2452,-7.95
0byab45cmZntz74RxcASrf,Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,"Ellie Goulding, Diplo, Swae Lee, Felix Cartal",128.68,0.8634,0.6677,0.5922,0
2vIzH4NfFGoJHA5rn1dFWT,Youngblood - R3HAB Remix,"5 Seconds of Summer, R3HAB",142.07,0.5579,0.9098,0.3384,-4.97
4d0vDZBKQFL4sVB47XbAnL,HUMBLE. - SKRILLEX REMIX,"Skrillex, Kendrick Lamar",154.2,0.7676,0.7268,0.1525,-7.4
0y9BfPlsevtBLOdKfaeyuK,Sweet but Psycho - Leon Lour Remix,"Ava Max, Leon Lour",148.19,0.5223,0.5019,0.4654,-7.52
2Y7IyUXMDQCSQBLiSTxOlC,New Rules - MRK Club Mix,"Dua Lipa, MRK",124.16,0.8144,0.6551,0.6751,-3.18
3jLL6N7xmxrmKhlQCO6Nou,Say What You Wanna - Mizmo Remix,"Tujamo, Mizmo",126.05,0.7593,0.717,0.305,-10.37
0MeG0WH43LTzj4zZH04noD,Love No More - Fedde Le Grand Remix,"Loud Luxury, anders",146.44,0.3709,0.665,0.3764,-10.17
2wOVXsIRIoniqipE9I5ZVx,Only Want You - Sam Feldt Remix,"Rita Ora, Sam Feldt",106.01,0.9524,0.6092,0.1685,0
4ohMD1wzaaOC2I6jSGFMeP,Mi Gente - Alesso Remix,"J Balvin, Willy William, Alesso",139.07,0.5552,0.5413,0.3282,-5.37
3eLdNmnRWr9gIyBcqTSSti,SOS - Laidback Luke Tribute Remix / Radio Edit,"Avicii, Aloe Blacc, Laidback Luke",124.16,0.8128,0.696,0.766,-9.29
